,id,lat,lon,tract_geoid,median_income_E,gini_index_E,pct_rental_E,pct_sf_homes_E,annual_loans_per_sf_home,annual_loans_per_mf_home,income_ratio_sf,pct_sf_purchase,pct_sf_refi,pct_sf_rehab,pct_sf_cashout,mean_rate,geometry,built_score_ad,paved_score_ad,sky_score_ad,nature_score_ad,road_score_ad,sidewalk_score_ad,terrain_score_ad,vegetation_score_ad,built_score,paved_score,auto_score,sky_score,nature_score,human_score,latitude,longitude,road_score,sidewalk_score,building_score,wall_score,fence_score,pole_score,traffic_light_score,traffic_sign_score,vegetation_score,terrain_score,sky_score.1,person_score,rider_score,car_score,truck_score,bus_score,train_score,motorcycle_score,bicycle_score,void_score
0,0098M00168000000,40.38837044,-80.03484306,42003472400,41875.0,0.3263,0.1291989664082687,1.0180878552971575,0.0308473252635689,-0.0,1.9104477611940296,0.6139240506329114,0.2753164556962025,0.0,0.110759493670886,3.8057894736842095,"c(-80.03484306, 40.38837044)",16.9549667907452,41.334834787867415,16.607407870819298,24.173417998686222,36.32477295713556,5.010061830731854,2.785684743206092,21.387733255480136,16.938541666666666,41.29479166666667,0.0944444444444444,16.591319444444444,24.15,0.0024305555555555,40.38837044,-80.03484306,36.28958333333333,5.005208333333333,16.81458333333333,0.1239583333333333,0.8336805555555555,0.0944444444444444,0.0003472222222222,0.0,21.367013888888888,2.782986111111111,16.591319444444444,0.0024305555555555,0.0,0.0652777777777777,0.0291666666666666,0.0,0.0,0.0,0.0,0.0
1,0098L00112000000,40.3890737,-80.04038559,42003472400,41875.0,0.3263,0.1291989664082687,1.0180878552971575,0.0308473252635689,-0.0,1.9104477611940296,0.6139240506329114,0.2753164556962025,0.0,0.110759493670886,3.8057894736842095,"c(-80.04038559, 40.3890737)",40.05229049036242,20.16799710733457,3.396100464495313,35.11042193975468,4.106055127527606,16.06194197980697,0.0,35.11042193975468,40.0,20.141666666666666,0.1201388888888889,3.3916666666666666,35.06458333333333,0.0034722222222222,40.3890737,-80.04038559,4.100694444444445,16.040972222222223,39.74409722222222,0.2559027777777777,0.9628472222222222,0.3,0.0,0.0086805555555555,35.06458333333333,0.0,3.3916666666666666,0.0034722222222222,0.0,0.1201388888888889,0.0,0.0,0.0,0.0,0.0069444444444444,0.0
2,0238E00164000000,40.39131408,-79.88215768,42003488200,22475.0,0.4575,0.2755186721991701,0.9975103734439834,0.0099833610648918,0.0,2.335928809788654,0.5769230769230769,0.3397435897435897,0.0,0.0833333333333333,3.883580246913581,"c(-79.88215768, 40.39131408)",20.90237551520552,34.00460900077978,30.927300323047792,10.41829118859307,31.67051910437786,2.3340898964019163,1.742647877910215,8.675643310682856,20.84895833333333,33.91770833333334,0.0260416666666666,30.848263888888887,10.391666666666666,0.1475694444444444,40.39131408,-79.88215768,31.589583333333334,2.328125,20.83888888888889,0.0100694444444444,3.545138888888889,0.1923611111111111,0.0,0.0003472222222222,8.653472222222222,1.7381944444444444,30.848263888888887,0.1475694444444444,0.0,0.0197916666666666,0.0,0.0,0.0,0.00625,0.0819444444444444,0.0
3,0237N00187000000,40.39528946,-79.88182983,42003488200,22475.0,0.4575,0.2755186721991701,0.9975103734439834,0.0099833610648918,0.0,2.335928809788654,0.5769230769230769,0.3397435897435897,0.0,0.0833333333333333,3.883580246913581,"c(-79.88182983, 40.39528946)",15.742571848618288,32.01899048737848,27.47538431060429,24.049519850689723,31.924455118290854,0.0945353690876293,2.483291221070265,21.56622862961946,15.727430555555554,31.98819444444444,0.0677083333333333,27.448958333333334,24.02638888888889,0.0013888888888888,40.39528946,-79.88182983,31.89375,0.0944444444444444,15.627777777777776,0.0996527777777777,0.4624999999999999,0.2503472222222222,0.0,0.0,21.54548611111111,2.4809027777777777,27.448958333333334,0.0,0.0013888888888888,0.0524305555555555,0.0,0.0,0.0,0.0152777777777777,0.0270833333333333,0.0
4,0176B00362000000,40.44289672,-79.89212737,42003560400,27938.0,0.4224,0.9095580678314492,0.198355601233299,0.0115583897967317,0.0,2.219199656381989,0.5172413793103449,0.4137931034482758,0.0344827586206896,0.0344827586206896,3.885555555555555,"c(-79.89212737, 40.44289672)",15.48232650169773,40.018634905900704,11.232590845166264,32.55315659253418,29.999755722207293,10.01887918369341,3.336834648362118,29.21632194417206,15.40486111111111,39.81840277777778,0.1996527777777777,11.176388888888887,32.39027777777778,0.2895833333333333,40.44289672,-79.89212737,29.84965277777778,9.96875,15.365277777777775,0.0395833333333333,0.0045138888888888,0.7052083333333333,0.0,0.0,29.07013888888889,3.320138888888889,11.176388888888887,0.2895833333333333,0.0,0.1996527777777777,0.0,0.0,0.0,0.0,0.0111111111111111,0.0
5,0307L00287000000,40.3495835,-79.85725185,42003550900,18192.0,0.4461,0.6861042183622829,0.7866004962779156,0.0002426595486532395,0.0,3.545514511873351,0.0,1.0,0.0,0.0,,"c(-79.85725185, 40.3495835)",37.23052007241246,27.91525876432457,15.698835380356217,19.04303623590861,25.328251459484207,2.5870073048403586,4.640248271300838,14.402787964607771,30.491666666666664,22.8625,18.05555555555556,12.857291666666669,15.596180555555556,0.0357638888888888,40.3495835,-79.85725185,20.74375,2.1187500000000004,28.765277777777776,1.7263888888888888,0.0809027777777777,0.0111111111111111,0.0,0.0,11.795833333333333,3.8003472222222223,12.857291666666669,0.0357638888888888,0.0,18.05555555555556,0.0,0.0,0.0,0.0,0.0090277777777777,0.0
6,0307R00132000000,40.3472808,-79.85394607,42003550900,18192.0,0.4461,0.6861042183622829,0.7866004962779156,0.0002426595486532395,0.0,3.545514511873351,0.0,1.0,0.0,0.0,,"c(-79.85394607, 40.3472808)",2.144308413649388,6.05261786923678,13.71954502040462,77.5104627941304,6.05261786923678,0.0,0.0013892506729182,77.50907354345749,2.1437500000000003,6.051041666666666,0.0260416666666666,13.715972222222222,77.49027777777776,0.0,40.3472808,-79.85394607,6.051041666666666,0.0,2.1437500000000003,0.0,0.0027777777777777,0.5701388888888889,0.0,0.0,77.48888888888888,0.0013888888888888,13.715972222222222,0.0,0.0,0.0260416666666666,0.0,0.0,0.0,0.0,0.0,0.0
7,0062H00128000000,40.40054966,-80.01791662,42003191700,40927.0,0.3574,0.2844330557335041,0.9135169762972454,0.0194735138634156,0.0,1.4904586214479438,0.6149584487534626,0.3130193905817174,0.0,0.0720221606648199,3.963562874251497,"c(-80.01791662, 40.40054966)",9.888151339517522,35.73789241758705,23.12053552633425,30.934504680241943,32.55995902156981,3.1779333960172336,7.5178578946629795,23.41664678557896,9.786111111111111,35.36909722222222,1.0284722222222222,22.881944444444443,30.615277777777777,0.0034722222222222,40.40054966,-80.01791662,32.223958333333336,3.145138888888889,9.784722222222223,0.0013888888888888,0.2659722222222222,0.0496527777777777,0.0,0.0,23.175,7.440277777777777,22.881944444444443,0.0034722222222222,0.0,1.0284722222222222,0.0,0.0,0.0,0.0,0.0,0.0
8,0390F00104000000,40.34177088,-79.99288226,42003480102,35607.0,0.3665,0.1297440423654016,0.9558693733451016,0.0220896370480858,0.0,1.7131462914595446,0.5787781350482315,0.3247588424437299,0.0032154340836012,0.0932475884244373,3.962222222222222,"c(-79.99288226, 40.34177088)",10.546815122420258,41.16058862055991,25.827050905087724,22.079193433759283,40.88606624768328,0.2745223728766321,2.47488189963908,19.604311534120207,10.511805555555556,41.02395833333333,0.3319444444444444,25.741319444444443,22.005902777777777,0.0,40.34177088,-79.99288226,40.750347222222224,0.2736111111111111,9.976041666666667,0.5357638888888889,0.3836805555555556,0.0,0.0,0.0013888888888888,19.539236111111112,2.466666666666667,25.741319444444443,0.0,0.0,0.2395833333333333,0.0923611111111111,0.0,0.0,0.0,0.0,0.0
9,0087C00018000000,40.4328902,-79.9238479,42003141300,31512.0,0.5798,0.7293397463926541,0.3017052907739396,0.0423634336677814,9.633447329126728e-05,3.4907336887534908,0.5078947368421053,0.3868421052631579,0.0,0.1052631578947368,3.5623412698412698,"c(-79.9238479, 40.4328902)",21.876022184585636,40.827051819761145,26.890814331300472,9.690491593553968,36.518430215231184,4.308621604529959,3.531216154332609,6.159275439221359,20.89965277777777,39.00486111111111,4.460763888888889,25.690625,9.257986111111112,0.0,40.4328902,-79.9238479,34.88854166666667,4.116319444444445,20.89965277777777,0.0,0.0,0.68125,0.0024305555555555,0.0,5.884375,3.373611111111112,25.690625,0.0,0.0,4.460763888888889,0.0,0.0,0.0,0.0,0.0024305555555555,0.0
10,0050P00005000A00,40.46347046,-79.94516936,42003080900,33925.0,0.4927,0.7367949865711728,0.3616830796777081,0.0232292460015232,0.0003236595101952745,2.593957258658806,0.5901639344262295,0.3524590163934426,0.0,0.0573770491803278,4.05,"c(-79.94516936, 40.46347046)",7.959841115941575,25.946545175269414,20.56978631275695,40.91612019863984,25.49477510538406,0.4517700698853545,1.9853556994269477,38.93076449921288,7.953124999999999,25.924652777777776,0.0163194444444444,20.55243055555556,40.88159722222223,0.0006944444444444,40.46347046,-79.94516936,25.473263888888887,0.4513888888888888,7.5673611111111105,0.3857638888888888,4.593055555555556,0.0107638888888888,0.0,0.0,38.89791666666667,1.983680555555556,20.55243055555556,0.0006944444444444,0.0,0.0163194444444444,0.0,0.0,0.0,0.0,0.0673611111111111,0.0
11,0174K00115000000,40.45705068,-79.89368968,42003130200,25515.0,0.517,0.3435448577680525,1.1028446389496718,0.001068376068376,-0.0,1.763668430335097,0.5714285714285714,0.4285714285714285,0.0,0.0,3.9133333333333336,"c(-79.89368968, 40.45705068)",31.91588492590558,3.6866407515837647,3.557297135664764,56.179286941162566,3.563555697725361,0.1230850538584034,0.026772737703664,56.15251420345891,31.872222222222224,3.681597222222223,0.0097222222222222,3.552430555555556,56.10243055555556,0.0,40.45705068,-79.89368968,3.558680555555556,0.1229166666666666,30.762847222222224,1.109375,4.639930555555556,0.0145833333333333,0.0,0.0,56.07569444444445,0.0267361111111111,3.552430555555556,0.0,0.0,0.00625,0.0,0.0,0.0,0.0034722222222222,0.1270833333333333,0.0
12,0236L00200000000,40.40844159,-79.87240948,42003513800,14306.0,0.4727,0.550624133148405,1.013869625520111,0.0005261496369567505,-0.0,4.194044456871243,0.2,0.6,0.0,0.2,4.5,"c(-79.87240948, 40.40844159)",5.527268986900014,1.6935205389877084,24.93479394887846,67.75514852285333,1.4121242845702275,0.2813962544174804,0.2123329439338167,67.54281557891953,5.224305555555556,1.6006944444444444,5.467708333333333,23.56805555555556,64.04131944444444,0.0135416666666666,40.40844159,-79.87240948,1.334722222222222,0.2659722222222222,5.1975694444444445,0.0267361111111111,0.0038194444444444,0.0805555555555555,0.0,0.0,63.840625,0.2006944444444444,23.56805555555556,0.0135416666666666,0.0,5.467708333333333,0.0,0.0,0.0,0.0,0.0,0.0
13,0237H00396000000,40.40153888,-79.86952471,42003513800,14306.0,0.4727,0.550624133148405,1.013869625520111,0.0005261496369567505,-0.0,4.194044456871243,0.2,0.6,0.0,0.2,4.5,"c(-79.86952471, 40.40153888)",44.19707813742546,24.678869453791577,0.5000572982320891,30.14824615320505,12.634781068664116,12.044088385127464,0.1930776790396121,29.955168474165443,44.19201388888889,24.676041666666663,0.0,0.5,30.144791666666663,0.0,40.40153888,-79.86952471,12.633333333333333,12.042708333333334,44.19201388888889,0.0,0.0090277777777777,0.28125,0.0,0.1854166666666666,29.95173611111111,0.1930555555555555,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114583333333333,0.0
14,0236S00418000000,40.40487103,-79.8698244,42003513800,14306.0,0.4727,0.550624133148405,1.013869625520111,0.0005261496369567505,-0.0,4.194044456871243,0.2,0.6,0.0,0.2,4.5,"c(-79.8698244, 40.40487103)",18.174396471783584,30.168646259922,34.72400314131945,16.17602037420746,29.811920153693933,0.3567261062280651,2.0028129894446343,14.17320738476283,14.222916666666666,23.609375,21.729166666666668,27.17430555555556,12.659027777777778,0.0,40.40487103,-79.8698244,23.33020833333333,0.2791666666666667,12.850347222222222,1.3725694444444445,0.4430555555555555,0.14375,0.0055555555555555,0.0,11.091666666666669,1.567361111111111,27.17430555555556,0.0,0.0,21.719444444444445,0.0,0.0,0.0,0.0097222222222222,0.0128472222222222,0.0
15,0237C00112000000,40.40305748,-79.87149557,42003513800,14306.0,0.4727,0.550624133148405,1.013869625520111,0.0005261496369567505,-0.0,4.194044456871243,0.2,0.6,0.0,0.2,4.5,"c(-79.87149557, 40.40305748)",12.977654623115404,41.396211833755125,31.8485151237716,9.018564869126898,31.912219812506315,9.48399202124882,4.016180294712511,5.002384574414386,12.944444444444445,41.290277777777774,0.0236111111111111,31.76701388888889,8.995486111111111,0.1197916666666666,40.40305748,-79.87149557,31.83055555555556,9.459722222222222,12.66840277777778,0.2760416666666667,4.246875,0.5,0.0,0.0,4.989583333333333,4.005902777777778,31.76701388888889,0.1197916666666666,0.0,0.0159722222222222,0.0,0.0,0.0,0.0076388888888888,0.1124999999999999,0.0
16,0517M00222000000,40.54357701,-80.01992962,42003429500,39956.0,0.4322,0.4876957494407158,0.5436241610738255,0.0367204811649256,7.541478129713424e-05,1.9271198318149965,0.6172413793103448,0.3155172413793103,0.0,0.0672413793103448,3.8162331838565033,"c(-80.01992962, 40.54357701)",18.88328540268689,47.42702732741494,1.3253865710832324,29.75833229136277,40.60385668042068,6.823170646994263,1.886661387349088,27.871670904013676,18.877777777777776,47.41319444444444,0.0291666666666666,1.325,29.749652777777783,0.0,40.54357701,-80.01992962,40.592013888888886,6.821180555555556,18.825,0.0527777777777777,2.59375,0.0027777777777777,0.0,0.0086805555555555,27.86354166666667,1.886111111111111,1.325,0.0,0.0,0.0291666666666666,0.0,0.0,0.0,0.0,0.0,0.0
17,0612J00010000000,40.55290567,-80.02910087,42003429500,39956.0,0.4322,0.4876957494407158,0.5436241610738255,0.0367204811649256,7.541478129713424e-05,1.9271198318149965,0.6172413793103448,0.3155172413793103,0.0,0.0672413793103448,3.8162331838565033,"c(-80.02910087, 40.55290567)",2.4346555338400804,36.017578893976854,0.0,61.42007384838026,32.55997077278322,3.4576081211936347,3.4774712782296247,57.94260257015063,2.3833333333333333,35.25833333333333,1.2409722222222224,0.0,60.12534722222222,0.8638888888888888,40.55290567,-80.02910087,31.87361111111111,3.3847222222222224,2.284375,0.0989583333333333,0.1208333333333333,0.0041666666666666,0.0,0.0,56.72118055555555,3.4041666666666663,0.0,0.8638888888888888,0.0,0.721875,0.4871527777777777,0.0,0.0,0.0319444444444444,0.003125,0.0
18,0517M00046000000,40.54461661,-80.01956057,42003429500,39956.0,0.4322,0.4876957494407158,0.5436241610738255,0.0367204811649256,7.541478129713424e-05,1.9271198318149965,0.6172413793103448,0.3155172413793103,0.0,0.0672413793103448,3.8162331838565033,"c(-80.01956057, 40.54461661)",5.209653835868119,43.49470525515148,7.417852441764754,43.68294741375418,38.32221361664588,5.172491638505592,3.424131811188253,40.25881560256593,5.208333333333333,43.48368055555555,0.009375,7.415972222222223,43.671875,0.0020833333333333,40.54461661,-80.01956057,38.3125,5.171180555555555,5.183680555555555,0.0246527777777777,0.0600694444444444,0.1347222222222222,0.0,0.0,40.24861111111111,3.423263888888889,7.415972222222223,0.0020833333333333,0.0,0.0079861111111111,0.0,0.0,0.0,0.0013888888888888,0.0138888888888888,0.0
19,0517G00138000000,40.54691824,-80.0218388,42003429500,39956.0,0.4322,0.4876957494407158,0.5436241610738255,0.0367204811649256,7.541478129713424e-05,1.9271198318149965,0.6172413793103448,0.3155172413793103,0.0,0.0672413793103448,3.8162331838565033,"c(-80.0218388, 40.54691824)",8.803651761564723,36.38794056500789,32.25328707212437,22.431355643473488,35.492730546999404,0.8952100180084968,6.864783307027486,15.566572336446002,8.792708333333334,36.34270833333333,0.0829861111111111,32.21319444444444,22.403472222222224,0.0357638888888888,40.54691824,-80.0218388,35.44861111111111,0.8940972222222222,8.011458333333334,0.78125,0.046875,0.0586805555555555,0.0003472222222222,0.0177083333333333,15.547222222222224,6.85625,32.21319444444444,0.0357638888888888,0.0,0.0607638888888888,0.0222222222222222,0.0,0.0,0.0,0.0055555555555555,0.0
20,0612J00049000000,40.55272991,-80.03013418,42003429500,39956.0,0.4322,0.4876957494407158,0.5436241610738255,0.0367204811649256,7.541478129713424e-05,1.9271198318149965,0.6172413793103448,0.3155172413793103,0.0,0.0672413793103448,3.8162331838565033,"c(-80.03013418, 40.55272991)",3.413279966089564,43.27610947233833,9.869465667420616,42.92519204911454,19.226800362730483,24.04930910960784,6.87068519232707,36.05450685678747,3.411111111111111,43.24861111111111,0.0545138888888888,9.863194444444444,42.89791666666667,0.0090277777777777,40.55272991,-80.03013418,19.214583333333334,24.034027777777776,3.38125,0.0298611111111111,0.4656249999999999,0.0315972222222222,0.0,0.0184027777777777,36.031597222222224,6.866319444444445,9.863194444444444,0.0090277777777777,0.0,0.0538194444444444,0.0006944444444444,0.0,0.0,0.0,0.0,0.0
