,id,lat,lon,tract_geoid,median_income_E,gini_index_E,pct_rental_E,pct_sf_homes_E,annual_loans_per_sf_home,annual_loans_per_mf_home,income_ratio_sf,pct_sf_purchase,pct_sf_refi,pct_sf_rehab,pct_sf_cashout,mean_rate,geometry,built_score_ad,paved_score_ad,sky_score_ad,nature_score_ad,road_score_ad,sidewalk_score_ad,terrain_score_ad,vegetation_score_ad,built_score,paved_score,auto_score,sky_score,nature_score,human_score,latitude,longitude,road_score,sidewalk_score,building_score,wall_score,fence_score,pole_score,traffic_light_score,traffic_sign_score,vegetation_score,terrain_score,sky_score.1,person_score,rider_score,car_score,truck_score,bus_score,train_score,motorcycle_score,bicycle_score,void_score
21,0612P00304000000,40.55052142,-80.02640706,42003429500,39956.0,0.4322,0.4876957494407158,0.5436241610738255,0.0367204811649256,7.541478129713424e-05,1.9271198318149965,0.6172413793103448,0.3155172413793103,0.0,0.0672413793103448,3.8162331838565033,"c(-80.02640706, 40.55052142)",2.909370349249621,47.43382894974755,29.46159088696329,18.07064272500939,46.19212206350751,1.2417068862400376,0.6898757945394105,17.380766930469978,2.9052083333333334,47.36597222222222,0.1430555555555555,29.419444444444444,18.04479166666667,0.0,40.55052142,-80.02640706,46.126041666666666,1.2399305555555555,2.9052083333333334,0.0,1.2322916666666666,0.8826388888888889,0.0,0.0065972222222222,17.35590277777778,0.6888888888888889,29.419444444444444,0.0,0.0,0.0680555555555555,0.075,0.0,0.0,0.0,0.0,0.0
22,0517B00260B00400,40.54891783,-80.02599432,42003429500,39956.0,0.4322,0.4876957494407158,0.5436241610738255,0.0367204811649256,7.541478129713424e-05,1.9271198318149965,0.6172413793103448,0.3155172413793103,0.0,0.0672413793103448,3.8162331838565033,"c(-80.02599432, 40.54891783)",8.834252965769439,39.7591972277328,16.94942202275774,34.42207696004567,38.98229752729086,0.7768997004419295,3.172641567386112,31.249435392659556,8.48888888888889,38.20486111111112,3.5902777777777777,16.286805555555556,33.076388888888886,0.3190972222222222,40.54891783,-80.02599432,37.458333333333336,0.7465277777777778,8.264583333333334,0.2243055555555555,0.0,0.0336805555555555,0.0,0.0,30.02777777777777,3.048611111111111,16.286805555555556,0.31875,0.0003472222222222,3.586805555555556,0.0034722222222222,0.0,0.0,0.0,0.0,0.0
23,0517B00039000000,40.54889447,-80.02812742,42003429500,39956.0,0.4322,0.4876957494407158,0.5436241610738255,0.0367204811649256,7.541478129713424e-05,1.9271198318149965,0.6172413793103448,0.3155172413793103,0.0,0.0672413793103448,3.8162331838565033,"c(-80.02812742, 40.54889447)",9.179475776190344,34.67354142924646,0.2984545681963476,55.7859882702838,33.90325763682352,0.7702837924229368,7.445034327487004,48.34095394279679,9.173611111111112,34.65138888888889,0.0256944444444444,0.2982638888888889,55.750347222222224,0.0017361111111111,40.54889447,-80.02812742,33.88159722222222,0.7697916666666667,8.541319444444445,0.6322916666666667,0.0,0.0625,0.0,0.0,48.31006944444445,7.440277777777777,0.2982638888888889,0.0017361111111111,0.0,0.0256944444444444,0.0,0.0,0.0,0.0,0.0364583333333333,0.0
24,0517H00030210200,40.54485936,-80.01800981,42003429500,39956.0,0.4322,0.4876957494407158,0.5436241610738255,0.0367204811649256,7.541478129713424e-05,1.9271198318149965,0.6172413793103448,0.3155172413793103,0.0,0.0672413793103448,3.8162331838565033,"c(-80.01800981, 40.54485936)",21.040631983567863,41.30866197011772,0.0,37.55165450823517,35.44446336657063,5.864198603547088,9.017165457774505,28.53448905046068,21.02083333333333,41.26979166666667,0.084375,0.0,37.51631944444444,0.0041666666666666,40.54485936,-80.01800981,35.41111111111111,5.858680555555556,20.936805555555555,0.0840277777777777,0.0069444444444444,0.0920138888888888,0.0,0.0,28.507638888888888,9.008680555555555,0.0,0.0041666666666666,0.0,0.0434027777777777,0.0,0.0,0.0,0.0409722222222222,0.0055555555555555,0.0
25,0517H00030110300,40.54529142,-80.01852378,42003429500,39956.0,0.4322,0.4876957494407158,0.5436241610738255,0.0367204811649256,7.541478129713424e-05,1.9271198318149965,0.6172413793103448,0.3155172413793103,0.0,0.0672413793103448,3.8162331838565033,"c(-80.01852378, 40.54529142)",8.785220148447069,21.467175902572603,8.476706060387691,60.34175254017439,16.91152626648411,4.555649636088492,1.304316494919651,59.03743604525473,6.772916666666666,16.55,22.580902777777776,6.535069444444444,46.52013888888889,0.2822916666666666,40.54529142,-80.01852378,13.037847222222224,3.512152777777778,6.604513888888889,0.1684027777777778,0.5423611111111111,0.1715277777777777,0.0,0.0024305555555555,45.51458333333333,1.0055555555555555,6.535069444444444,0.2822916666666666,0.0,21.885069444444444,0.0972222222222222,0.0090277777777777,0.0,0.5895833333333333,0.0423611111111111,0.0
26,1364B00341000000,40.61737326,-79.79472638,42003405000,31830.0,0.4187,0.1255230125523012,1.094142259414226,0.0141197234887483,-0.0,2.0735155513666355,0.46875,0.4791666666666667,0.0,0.0520833333333333,3.827857142857143,"c(-79.79472638, 40.61737326)",9.223616179784642,1.0305949185559171,7.875648028223299,80.58328616717999,0.0052085322703297,1.0253863862855872,20.93100778154721,59.6522783856328,9.223263888888887,1.0305555555555554,0.0,7.875347222222222,80.58020833333333,0.0,40.61737326,-79.79472638,0.0052083333333333,1.0253472222222222,9.183680555555556,0.0395833333333333,0.2288194444444444,1.057986111111111,0.0,0.0,59.650000000000006,20.930208333333333,7.875347222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038194444444444,0.0
27,0018E00061000000,40.4287961,-80.04742605,42003563100,40576.0,0.3235,0.2504451038575667,0.8646884272997033,0.0179504777994826,0.0,1.478706624605678,0.5735294117647058,0.3352941176470588,0.0,0.0911764705882352,3.884290780141844,"c(-80.04742605, 40.4287961)",18.13043599464764,27.776190343443357,29.91783285013381,23.20960637823372,13.92381244424621,13.852377899197144,13.179847792149868,10.029758586083853,18.065972222222225,27.67743055555556,0.2201388888888889,29.81145833333333,23.12708333333333,0.0701388888888888,40.4287961,-80.04742605,13.874305555555557,13.803125,18.065972222222225,0.0,0.2402777777777778,0.721875,0.0003472222222222,0.0,9.99409722222222,13.132986111111112,29.81145833333333,0.0701388888888888,0.0,0.215625,0.0,0.0,0.0,0.0045138888888888,0.0652777777777777,0.0
28,0018D00016000000,40.43128803,-80.03687833,42003563100,40576.0,0.3235,0.2504451038575667,0.8646884272997033,0.0179504777994826,0.0,1.478706624605678,0.5735294117647058,0.3352941176470588,0.0,0.0911764705882352,3.884290780141844,"c(-80.03687833, 40.43128803)",26.75621494380532,31.4945202321829,13.826198109846818,27.8755684080384,28.95126534090512,2.5432548912777744,0.7219044026738752,27.15366400536452,26.600694444444446,31.31145833333333,0.5395833333333333,13.745833333333332,27.71354166666667,0.0416666666666666,40.43128803,-80.03687833,28.782986111111107,2.5284722222222222,26.600694444444446,0.0,0.0013888888888888,0.0458333333333333,0.0,0.0,26.995833333333337,0.7177083333333333,13.745833333333332,0.0416666666666666,0.0,0.5302083333333333,0.009375,0.0,0.0,0.0,0.0,0.0
29,0040R00252000000,40.43516581,-80.05581785,42003563100,40576.0,0.3235,0.2504451038575667,0.8646884272997033,0.0179504777994826,0.0,1.478706624605678,0.5735294117647058,0.3352941176470588,0.0,0.0911764705882352,3.884290780141844,"c(-80.05581785, 40.43516581)",20.575586355435583,32.28661137606467,30.543628760436917,16.323198276947174,31.89395952504161,0.3926518510230625,7.632410735514189,8.690787541432986,20.43298611111111,32.062847222222224,0.6836805555555555,30.33194444444444,16.210069444444443,0.009375,40.43516581,-80.05581785,31.672916666666666,0.3899305555555555,20.41875,0.0142361111111111,0.2315972222222222,0.0225694444444444,0.0,0.0149305555555555,8.630555555555555,7.579513888888889,30.33194444444444,0.009375,0.0,0.6836805555555555,0.0,0.0,0.0,0.0,0.0,0.0
30,0050E00072000000,40.46882724,-79.94611862,42003101900,26766.0,0.5205,0.5354777672658467,1.0018921475875118,,,,,,,,,"c(-79.94611862, 40.46882724)",2.4578718042941885,8.258351269532959,13.548217754212818,73.05755332738374,7.8436313367280865,0.4147199328048716,0.6929497611423171,72.36460356624144,2.4385416666666666,8.193402777777777,0.7864583333333333,13.441666666666666,72.4829861111111,0.0,40.46882724,-79.94611862,7.781944444444444,0.4114583333333333,2.4385416666666666,0.0,2.628125,0.0288194444444444,0.0,0.0,71.7954861111111,0.6875,13.441666666666666,0.0,0.0,0.7767361111111111,0.0097222222222222,0.0,0.0,0.0,0.0,0.0
31,0050H00276000000,40.46861444,-79.93584112,42003101900,26766.0,0.5205,0.5354777672658467,1.0018921475875118,,,,,,,,,"c(-79.93584112, 40.46861444)",11.316948938498884,19.50622307659927,0.5988044957694305,64.81015056056802,14.276944448342151,5.229278628257119,1.0288773204989687,63.78127324006904,11.20173611111111,19.30763888888889,0.6972222222222223,0.5927083333333334,64.15034722222222,0.2749999999999999,40.46861444,-79.93584112,14.131597222222222,5.176041666666667,10.77986111111111,0.421875,3.196180555555556,0.5322916666666667,0.0,0.0010416666666666,63.13194444444444,1.0184027777777778,0.5927083333333334,0.2749999999999999,0.0,0.6958333333333334,0.0013888888888888,0.0,0.0,0.0,0.0458333333333333,0.0
32,0081R00019000000,40.47253326,-79.93770293,42003101900,26766.0,0.5205,0.5354777672658467,1.0018921475875118,,,,,,,,,"c(-79.93770293, 40.47253326)",0.0013888888888888,0.7038194444444444,0.0,99.28993055555554,0.6288194444444445,0.075,0.0,99.28993055555554,0.0013888888888888,0.7038194444444444,0.0,0.0,99.28993055555554,0.0,40.47253326,-79.93770293,0.6288194444444445,0.075,0.0003472222222222,0.0010416666666666,0.0048611111111111,0.0,0.0,0.0,99.28993055555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0063R00309000000,40.39563716,-80.04017152,42003472200,35378.0,0.5336,0.5297383029341792,0.63441712926249,0.0253846153846153,0.0,2.0916954039233424,0.5757575757575758,0.3333333333333333,0.0,0.0909090909090909,3.755204081632653,"c(-80.04017152, 40.39563716)",2.6966918838011384,24.3125889159927,0.0,71.09572744313787,13.930025099462355,10.382563816530345,3.924129726447632,67.17159771669026,2.652430555555555,23.913541666666667,0.7947916666666667,0.0,69.92881944444443,0.8368055555555556,40.39563716,-80.04017152,13.701388888888888,10.212152777777778,2.5215277777777776,0.1309027777777777,1.8413194444444445,0.0225694444444444,0.0,0.0,66.06909722222221,3.859722222222222,0.0,0.8347222222222223,0.0020833333333333,0.7743055555555556,0.0128472222222222,0.0,0.0,0.0076388888888888,0.0097222222222222,0.0
