PARID,f_drivable,f_walkable,f_diverse,f_biketodest,f_biketojob,f_amendities,f_dense,f_built_nature
0079G00003000300,3.3524357141553054,0.30026622964593563,-0.8220792191872451,-0.2436346864204899,-1.2913443186574727,0.6758402946621528,-0.10214725170333104,-2.4777328433411134
0103C00126000000,-0.23432032057266225,-0.14443502724069898,0.02755643299443011,-0.31614800219830913,-0.2531555640684077,-0.3856607232815022,-0.1394556912575499,-0.2777533063481652
0101B00252000000,0.0015820338214617101,-0.024386506211333592,-1.169496327128906,-0.438884402237943,-0.1340047437696747,1.1390248910364835,0.34857460737336665,-1.4702962303015525
0250N00138000000,-0.14379315551376218,0.02976210912777633,0.5253868261449389,0.15429636165926103,0.45652950329232567,0.49433615191974434,2.4686526318228466,0.23815072987903596
0103C00168000000,-0.06030264116018797,-0.10010385757766355,-0.09725732903100463,-0.1740086785502715,-0.29293227136593136,-0.32609624337712545,-0.167074827555635,-1.0591034848900955
0250L00176000000,-0.17305873099621974,-0.3531706325925602,0.5798415555777966,0.02601774380854692,0.5975186099638451,-0.237482833625179,2.0896016805618918,0.9147529536596999
0227P00116000000,-0.5788967653761024,-0.36651290817176113,0.6460233911772562,-0.7335155235921078,-0.3938964746913736,-0.3723401308430693,-0.9074401286108663,-0.012122991802341795
0773B00135000000,-0.6203055848598353,-0.2634586308988953,0.9076280795646192,-0.6384982492577744,-0.30051380932006,-0.7552616187993806,-0.0996649184403863,0.502609907635083
0101G00222000000,0.037399156104256176,0.16689245652821286,-0.3641282461845048,-0.15463248148127065,0.10323605737905621,3.0725089423649967,0.543887474004896,-1.2839951008144195
1367L00235000000,-0.7102411555543835,-0.010490427251117432,0.1956831792927449,0.2420940135812999,-0.08956453722875088,-0.2757298084488813,-0.2513522229622366,-0.6990117472221624
0139G00058000000,-0.35198971905058646,-0.21429619727787916,0.4139980699985827,0.2693419900926171,-0.028386380795339408,-0.14881104029568043,0.30586132247924414,0.7710220894028107
0702C00297000000,-0.6101218751470211,-0.15694789189539346,0.06324011965444583,-0.7564358450518198,-0.6523086529826214,-0.30885113090546723,-1.325216903871331,-0.25820893335860995
0153C00087000000,-0.7531268000411637,-0.28367854947995663,0.7534258665213875,-0.9395698754575907,-0.5714625898853001,-0.5346487628830257,-0.5145495799590671,0.9099438413019876
0421N00017000000,-0.3636191984547143,-0.19269741178179153,0.47052644788867554,0.19724843875070652,-0.022721759198249685,-0.021158973494187685,-0.6659435085635937,-0.09713352580328061
1347F00200000000,-0.6647848190723262,-0.31332984221029025,1.2265999335835966,-0.927213124930467,-0.39987468639328333,-0.7264968982805544,-0.5400211171346919,0.8928198831995544
0277P00305000000,-0.858695907272733,-0.37992220272569527,0.8337024369751403,-0.3886667690740945,-0.07415425293530771,-0.5969573671355903,-0.5198141983280046,0.8778555675577249
0654D00265000000,-0.30124842836923277,-0.28499525005686466,-0.8928815768151189,-0.2910954205865512,-0.5048343935274414,0.17450354554579142,-0.5588597119497746,-1.0424984783350673
0726G00307000000,-0.6915454446717347,-0.2755742831712612,0.7126950081622706,-1.0094904565624991,-0.6044928265979709,-0.29984765050147455,-1.4917536501752762,0.9757252986716536
1367R00053000000,-0.6551581696453302,-0.06839500118504288,0.0017510885509850332,0.2859069522436406,-0.07311821781291047,-0.1301128908163407,-0.4042460119781197,-1.3847339289649012
1224B00050000000,-0.5554635641910387,-0.17111217371987222,-0.20178074550444214,0.22672698427625532,0.03521206669005847,0.030695692479842558,-0.61807854301839,-1.4791538419625523
0775G00200000000,-0.7675953029484632,-0.31733519509629243,1.2842751333186242,-0.6877949262437817,-0.29191196729754176,-0.8250886986702677,-0.4058809972536469,0.6922253054752882
0279D00087000000,-0.36578135196047995,-0.058884910459170534,0.26352559998485214,0.3793049168587623,-0.07904017970605631,0.6434857620796485,0.6406715920361051,-0.15114976007137412
0097L00212000000,-0.42891583839139713,-0.3540956952777892,0.41283674401749415,0.5853855494377391,0.31606053027468584,-0.21564682958772818,1.543155437084076,0.26446389696521905
1200E00061000000,-0.8179260919084559,-0.2897993366967195,0.9008409640399848,-0.9452064601558157,-0.5629288672021361,-0.4467116881815853,-1.3648523249983213,0.7424513733061735
0167M00327000000,0.9664165024898302,1.4352877312578187,-0.8535949870027358,0.4925386610474177,-1.2018466130288405,1.433350936731476,-1.3868584194394138,-3.247510249254182
0284P00294000000,-0.3263500841223601,-0.32880537569286844,0.34575038213643616,-0.4065492294304701,-0.4127341107200808,-0.30014816276436607,-0.28398500629293366,0.2610200390122085
